version,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.36,Point Clouds,Better handling of classification flags,National Resources Canada,,Stefanos Natsis (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.36,Expressions,Alias of minimum/maximum for min/max in aggregates,Not specified,,Harrissou Sant-anna,https://github.com/DelazJ,index.md
3.36,Expressions,@counter variable for array_foreach,Not specified,,Björn Hinkeldey,https://github.com/pathmapper,index.md
3.36,Expressions,Improved expression insertion,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.36,Data Management,Toggle Selection in the Organize columns window,Not specified,,Valentin Buira,https://github.com/Poulpator,index.md
3.36,Processing,--skip-loading-plugins flag for qgis_process,Research Institute for Nature and Forest (INBO),http://www.inbo.be/en,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Processing,Click to open output paths in processing logs,North Road,https://north-road.com,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Processing,Vector coverage algorithms,North Road,https://north-road.com,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Processing,Improved Export Layers to DXF algorithm,QGIS Swiss User Group (QGIS-CH),https://www.qgis.ch/,Mathieu Pellerin (OPENGIS.ch),https://www.opengis.ch/,index.md
3.36,Processing,Faster GRASS Provider startup,Research Institute for Nature and Forest (INBO),http://www.inbo.be/en,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Processing,Faster qgis_process startup,Research Institute for Nature and Forest (INBO),http://www.inbo.be/en,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Application and Project Options,"""localhost"" option for OAuth2 Redirects",North Road,https://north-road.com,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Application and Project Options,Serial port sensor baudrate selection,Not specified,,Jorge Tornero,https://github.com/jtornero,index.md
3.36,Browser,Open layers with Datasource Manager from browser,NOAA,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.36,Data Providers,SensorThings Data Provider,BRGM and Water4All Partnership,https://www.brgm.fr/en,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Data Providers,Support for WFS documents with complex feature schemas,QGIS user group Germany,https://qgis.de/,Even Rouault,https://github.com/rouault,index.md
3.36,QGIS Server,WMS GetMap in PDF Format,Not specified,,mhugent,https://github.com/mhugent,index.md
3.36,QGIS Server,QGIS Server Properties Tab for Vector Tile Layers,Not specified,,Sandro Mani,https://github.com/manisandro,index.md
3.36,QGIS Server,GetLegendGraphics JSON rule,Kristianstadt,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.36,QGIS Server,Add maptip for raster layer GetFeatureInfo,Not specified,,Björn Hinkeldey,https://github.com/pathmapper,index.md
3.36,QGIS Server,WMS parameter to request only maptip for HTML feature info responses,Not specified,,Björn Hinkeldey,https://github.com/pathmapper,index.md
3.36,QGIS Server,"Option to skip ""name"" attribute for groups in WMS GetCapabilities",Not specified,,Tomas Straupis,https://github.com/tomass,index.md
3.36,Plugins,Use active layer when importing vector data with DB Manager,Not specified,,Patrice Pineault,https://github.com/TurboGraphxBeige,index.md
3.36,Programmability,Expose 3D views to PyQGIS,Natural Resources Canada,,Stefanos Natsis (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.36,Programmability,Optimised methods to convert GeoJSON geometries to QgsGeometry,Not specified,,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Programmability,Qt WebEngine classes can now be used by plugins,Not specified,,QGIS.org,,index.md
3.36,Programmability,Vertical and compound Coordinate Reference System support in CRS widgets,QGIS.org,https://qgis.org,Nyall Dawson (North Road),https://north-road.com,index.md
3.36,Programmability,Python support in Qt6 builds,QGIS.org,https://qgis.org,Not specified,,index.md
3.36,Programmability,Add meshMenu to QGIS Interface,Not specified,,Loïc Bartoletti,https://oslandia.com/,index.md
3.36,Programmability,Server: onProjectReady method for filter plugins,3Liz,,rldhont,https://github.com/rldhont,index.md
3.36,Programmability,Add fuzzy comparisons methods,QGIS.ORG (through GRANT),https://qgis.org/,Loïc Bartoletti,https://oslandia.com/,index.md
3.36,Programmability,Measured line methods,Not specified,,Loïc Bartoletti,https://oslandia.com/,index.md
3.36,Notable Fixes,Bug fixes by Alessandro Pasotti (itOpen / qcooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti (itOpen / qcooperative),https://www.qcooperative.net/,index.md
3.36,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault (Spatialys),https://www.spatialys.com/,index.md
3.36,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jacky Volpes (Oslandia),https://oslandia.com/,index.md
3.36,Notable Fixes,Bug fixes by Alexander Bruy,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alexander Bruy,,index.md
3.36,Notable Fixes,Bug fixes by Loïc Bartoletti (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Loïc Bartoletti (Oslandia),https://oslandia.com/,index.md
3.36,Notable Fixes,Bug fixes by Jean Felder (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jean Felder (Oslandia),https://oslandia.com/,index.md
3.36,Notable Fixes,Bug fixes by Stefanos Natsis (LutraConsulting),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Stefanos Natsis (LutraConsulting),https://lutraconsulting.co.uk/,index.md
3.36,Notable Fixes,Bug fixes by Mathieu Pellerin,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Mathieu Pellerin,,index.md
3.36,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.36,Notable Fixes,Bug fixes by Martin Dobias (LutraConsulting),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Martin Dobias (LutraConsulting),,index.md
3.38,Temporal,New temporal mode: pixel value as temporal datetime,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Map Tools,Add Elevation Controller for filtering vertical data in 2d maps,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Map Tools,Add Z range support to map canvas / map settings items,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Map Tools,Add option to set a fixed elevation slice width for elevation controller,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,User Interface,Add search option for regular expression based searching,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,User Interface,Data defined override: use middle-click to open the Expression Builder dialog window,Not specified,,Not specified,,index.md
3.38,Symbology,New single color renderer for rasters,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Symbology,Add support for Wind Barb rendering for mesh vector datasets,Not specified,,Stefanos Natsis,https://github.com/uclaros,index.md
3.38,Labelling,Add maximum distance setting for point labels,Rubicon Concierge Real Estate Services,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Labelling,Add 'over point' placement option for cartographic label mode,Rubicon Concierge Real Estate Services,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Rendering,Add data defined control over heatmap radius and maximum value,Rubicon Concierge Real Estate Services,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Print Layouts,Tab character support for QgsTextFormat and QgsTextRenderer,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Print Layouts,Copy composer grids,NaturalGIS,https://naturalgis.pt/,Alexander Bruy,https://github.com/alexbruy,index.md
3.38,Print Layouts,Add z range filter option for layout maps,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Print Layouts,Add buttons to expand or collapse layout legend tree,Not specified,,Harrissou Sant-anna,https://github.com/DelazJ,index.md
3.38,Expressions,Add @map_z_range variables reflecting the map's z range values,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Data Management,Duplicate policy on fields when duplicating features,Not specified,,signedav,https://github.com/signedav,index.md
3.38,Data Management,"Add ""Fixed Time Range Per Band"" mode for raster temporal control",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Management,Introduce fixed elevation range for raster layers,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Management,Introduce fixed elevation range for mesh layers,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Management,"Add a ""fixed range per band"" elevation mode for rasters",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Management,"Add ""dynamic elevation range per band"" mode for rasters",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Management,Add fixed elevation range per dataset group mode for mesh layers,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Management,Add option to export all lines with minimal width in dxf exports,Stadtwerke München,http://www.swm.de/,mhugent,https://github.com/mhugent,index.md
3.38,Data Management,Allow users to override the layer names exported to DXF,the QGIS user group Switzerland,https://qgis.ch/,Germán Carrillo,https://github.com/gacarrillor,index.md
3.38,Data Management,Create DXF blocks for point symbols with data defined properties,Stadtwerke München,http://www.swm.de,mhugent,https://github.com/mhugent,index.md
3.38,Data Management,Add option 'Use only selected features' to DXF export,the QGIS user group Switzerland,https://www.qgis.ch/,Germán Carrillo,https://github.com/gacarrillor,index.md
3.38,Data Management,Import/ Export 'DXF Export' dialog settings,the QGIS user group Switzerland,https://qgis.ch/,Germán Carrillo,https://github.com/gacarrillor,index.md
3.38,Forms and Widgets,Add CMYK support for Color Widget,Métropôle de Bordeaux,,Julien Cabieces,https://github.com/troopa81,index.md
3.38,Forms and Widgets,Add parent feature scope when adding/editing a child feature through the relation editor widget,Hansestadt Herford,https://www.herford.de/,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Forms and Widgets,"Add ""match contains"" to autocompleter in value relation widget",Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.38,Forms and Widgets,Implement value relation's grouping functionality,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Layer Legend,Show a color ramp legend for vector heatmap layers,Rubicon Concierge Real Estate Services,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Layer Legend,"Add layer tree filter for ""Show Broken Layers Only""",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Processing,Show more detail in history dialog,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Processing,"Add ""Run Selected Steps"" option to model designer",City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Processing,"Add ""View Output Layers"" option for model child algorithms",City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Processing,Endpoint distance threshold for network analysis,City of Canning,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Processing,Add support for pure date and time decorators,Ifremer,,Jean Felder,https://github.com/ptitjano,index.md
3.38,Application and Project Options,Add vertical crs option for projects,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Application and Project Options,Add elevation range to project properties,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Sensors,Support feature expansion,BRGM and Water4All Partnership,https://www.brgm.fr/en,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Sensors,Add support for SensorThings Multidatastreams,BRGM and Water4All Partnership,https://www.brgm.fr/en,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Sensors,Serial port sensor's data frame delimiter,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.38,Sensors,Add an optional feature limit setting,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Sensors,Implement subset string support for SensorThings,BRGM and Water4All Partnership,https://www.brgm.fr/en,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Profile Plots,Add tolerance for lines and polygons,CEA/DAM François Renard,,Benoit D.-M. - oslandia,https://github.com/benoitdm-oslandia,index.md
3.38,Data Providers,Add extent based filtering for SensorThings layers,BRGM and Water4All Partnership,https://www.brgm.fr/en,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Data Providers,Web proxy prefix support for ArcGIS URLs,Not specified,,Vytax,https://github.com/Vytax,index.md
3.38,Data Providers,Add support for fast extent estimation on SAP HANA connections,Not specified,,Johannes Quast,https://github.com/jatsqi,index.md
3.38,QGIS Server,Default limit for GetFeatureInfo results,QGIS user group Germany (QGIS Anwendergruppe Deutschland e.V.),https://qgis.de/,Alessandro Pasotti,https://github.com/elpaso,index.md
3.38,QGIS Server,Add crs information in WMS GetFeatureInfo output when it differs from WGS84,Eurométropole de Strasbourg,,Julien Cabieces,https://github.com/troopa81,index.md
3.38,Programmability,Add replace/ replace all functionality to QgsCodeEditorWidget,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.38,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault (Spatialys),https://www.spatialys.com/,index.md
3.38,Notable Fixes,Bug fixes by Alessandro Pasotti (itOpen / qcooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti (itOpen / qcooperative),https://www.qcooperative.net/,index.md
3.38,Notable Fixes,Bug fixes by David Signer (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,David Signer (OPENGIS),https://www.opengis.ch/,index.md
3.38,Notable Fixes,Bug fixes by Sandro Santilli (strk),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Sandro Santilli (strk),https://strk.kbt.io/,index.md
3.38,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Julien Cabieces (Oslandia),https://oslandia.com/,index.md
3.38,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jacky Volpes (Oslandia),https://oslandia.com/,index.md
3.38,Notable Fixes,Bug fixes by Jean Felder (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jean Felder (Oslandia),https://oslandia.com/,index.md
3.38,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.40,Map Tools,Respect layer/project vert datum in identify results,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Map Tools,Present referencing relations in info tool,Not specified,,Even Rouault,https://github.com/rouault,index.md
3.40,User Interface,Optionally autosize all columns by default when opening an attribute table,Not specified,,Ben Wirf,https://github.com/benwirf,index.md
3.40,User Interface,Actions Dialogue Duplicate Button,Not specified,,Speedrace4,https://github.com/Speedrace4,index.md
3.40,Symbology,Provide style categories for raster layers,Not specified,,signedav,https://github.com/signedav,index.md
3.40,Symbology,"Add ""Linear Referencing"" symbol layer type",the Swiss QGIS User Group,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Symbology,Implement color ramp interpolation for CMYK,Bordeaux Métropôle,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Symbology,CMYK color preview,Métropôle de Bordeaux,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Symbology,Select color component as float,Bordeaux Métropôle,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Symbology,Allow end point marker symbols for balloon callout style,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Symbology,Buffers for marker symbols,"North Road, thanks to SLYR",,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Symbology,Support tolerances for QgsRasterTransparency pixel values,Middle Third Geological,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Annotations,Auto upgrade SVG and text annotations to annotation layer items on project load,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Annotations,"Add support for callouts to point text, rect text and picture items",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Annotations,Add linked layer option for annotation layers,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Annotations,Text inside rectangle annotation item,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Annotations,Add picture annotation item type,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Labelling,Support horizontal alignment in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Labelling,HTML header formatting in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Labelling,Add support for word-spacing CSS in html labels,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Labelling,Implementation of labeling engine rules,Rubicon Concierge Real Estate,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Labelling,Support img tags in HTML label text,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Diagrams,Introduce stacked diagrams,Landesamt für Vermessung und Geoinformation (LVG) Vorarlberg in collaboration with the QGIS user group Switzerland.,https://vorarlberg.at/-/landesamt-fuer-vermessung-und-geoinformation-l-1,Germán Carrillo,https://github.com/gacarrillor,index.md
3.40,Mesh,Add GUI for adding Quantized Mesh layers,Swiss QGIS user group,,David Koňařík,https://github.com/dvdkon,index.md
3.40,Rendering,Support multiple sources for vector tiles,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.40,3D Features,Respect vector layer vertical CRS settings in 3D map views,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,3D Features,3D Scene Clip Distance,Not specified,,Jean Felder,https://github.com/ptitjano,index.md
3.40,Print Layouts,Add support merging cells in manual tables,FLYGHT7,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Print Layouts,Generate valid PDF/X-4 files,Bordeaux Métropôle,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Print Layouts,Add option to set geospatial PDF group name for items,Rubicon Concierge Real Estate Services,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Print Layouts,Add Page Properties to layout main menu,Not specified,,Vedran Stojnović,https://github.com/phidrho,index.md
3.40,Print Layouts,Add scale method option for layout scale bars,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Expressions,Add 'Custom Expression' numeric format,the Swiss QGIS User Group,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Expressions,Add line_interpolate_point_by_m and line_locate_m expressions,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.40,Expressions,Extended color value support,Bordeaux Métropôle,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Expressions,Allow users to save expression functions in QGIS project file,the QGIS user group Switzerland,https://qgis.ch,Germán Carrillo,https://github.com/gacarrillor,index.md
3.40,Expressions,"Add info about usable ""expression dialect"" to filter dialog",WhereGroup GmbH.,,Hannes,https://github.com/kannes,index.md
3.40,Expressions,Add project_color_object and ramp_color_object functions,Bordeaux Metropole,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Digitising,Add circles intersection digitizing tool,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.40,Digitising,Visual construction guides for advanced digitizing,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.40,Data Management,Allow setting VSI credentials when loading OGR/GDAL layers,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Forms and Widgets,Allow reordering fields in new vector layer dialogs,QGIS User Group Denmark,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Forms and Widgets,Add metadata setting to override widget wrapper used for a parameter,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.40,Processing,Open file or URL Algorithm,Not specified,,signedav,https://github.com/signedav,index.md
3.40,Processing,Add processing parameter types for Area and Volume,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Processing,"Updated ""Vector information"" algorithms",Not specified,,Andrea Giudiceandrea,https://github.com/agiudiceandrea,index.md
3.40,Processing,Allow adding Processing tools to Favorites,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.40,Processing,Add creation options support to some native raster Processing algorithms,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.40,Processing,Support drag and drop for multi-layer parameters,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Application and Project Options,Smart cache size implementation,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.40,Application and Project Options,Add vertical CRS selection widget to vector layer properties,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Application and Project Options,Project color mode properties widget,Bordeaux Métrôpole\*\*,,Julien Cabieces,https://github.com/troopa81,index.md
3.40,Profile Plots,Change elevation profile name,Not specified,,Simon,https://github.com/Simon-Lopez,index.md
3.40,Profile Plots,Ensure vector layer elevation profiles respect layer/map vert datums,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Browser,add UX to load MVT layers from style URL only,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.40,Browser,Add duplicate functionality to Browser connection items,NaturalGIS,https://www.naturalgis.pt/,Alexander Bruy,https://github.com/alexbruy,index.md
3.40,Browser,"Adjust ""Create Database"" context menu actions on GeoPackage",NaturalGIS,https://www.naturalgis.pt,Alexander Bruy,https://github.com/alexbruy,index.md
3.40,Browser,Add connections to cloud storage providers to browser,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Browser,STAC integration,Not specified,,Stefanos Natsis,https://github.com/uclaros,index.md
3.40,Data Providers,Support for polyhedral surface and TIN,"CEA/DAM, CP4SC, Oslandia",,Jean Felder,https://github.com/ptitjano,index.md
3.40,QGIS Server,WFS title definition for layers,Not specified,,Jürgen Fischer,https://github.com/jef-n,index.md
3.40,Programmability,Exceptions raised on QgsDistanceArea methods,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.40,Programmability,Convert QgsRasterLayer to NumPy Array,Not specified,,Till Frankenbach,https://github.com/merydian,index.md
3.40,Programmability,Convert QgsGeometry to Shapely and NumPy,Not specified,,Till Frankenbach,https://github.com/merydian,index.md
3.40,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault (Spatialys),https://www.spatialys.com/,index.md
3.40,Notable Fixes,Bug fixes by Alessandro Pasotti (itOpen / qcooperative),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti (itOpen / qcooperative),https://www.qcooperative.net/,index.md
3.40,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Julien Cabieces (Oslandia),https://oslandia.com/,index.md
3.40,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson (North Road),https://north-road.com/,index.md
3.40,Notable Fixes,Bug fixes by Loïc Bartoletti (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Loïc Bartoletti (Oslandia),https://oslandia.com/,index.md
3.40,Notable Fixes,Bug fixes by Stefanos Natsis (LutraConsulting),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Stefanos Natsis (LutraConsulting),https://www.lutraconsulting.co.uk/,index.md
3.40,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jacky Volpes (Oslandia),https://oslandia.com/,index.md
3.40,Notable Fixes,Bug fixes by Mathieu Pellerin (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Mathieu Pellerin (OPENGIS),https://www.opengis.ch/,index.md
3.40,Notable Fixes,Bug fixes by Jean Felder (Oslandia),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jean Felder (Oslandia),https://oslandia.com/,index.md
3.40,Notable Fixes,Feature: Bug fixes by Germán Carrillo (OPENGIS),QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Germán Carrillo (OPENGIS),https://opengis.ch/,index.md
3.42,Symbology,Add configurable extent buffer to symbols,the National Land Survey of Finland.,,Juho Ervasti,https://github.com/JuhoErvasti,index.md
3.42,Labelling,Raster labeling,Canton de Neuchâtel,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Labelling,Custom tab distances for labels,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Labelling,Support CSS background property in labels/text renderer,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Labelling,Support CSS margins for block elements in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Labelling,Support CSS line-height in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Mesh,Mesh Render Extent Settings,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,Mesh,Mesh editing delaunay refinement,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,Mesh,Dataset group controls for mesh layers,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,Mesh,Mesh selection actions,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,Mesh,Elevation assignment modes for added mesh vertices,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3D Features,Debug widget for 3D views,Not specified,,Matej Bagar,https://github.com/Withalion,index.md
3.42,Point Clouds,Virtual point cloud overviews in 2D,Klimadatastyrelsen,,Matej Bagar,https://github.com/Withalion,index.md
3.42,Print Layouts,Double-clicking a mouse handle for a layout label resizes to fit text,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Print Layouts,Action on double click layout item,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.42,Print Layouts,Layout better node item creation,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.42,Print Layouts,Apply layout page size to all pages,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.42,Print Layouts,New quality parameter for layout JPG exports,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.42,Digitising,Highlight Trim/Extend plane of intersection,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.42,Data Management,Enable snapping in Georeferencer,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.42,Data Management,Data Source Manager STAC enhancements,Not specified,,Stefanos Natsis,https://github.com/uclaros,index.md
3.42,Forms and Widgets,Additional sorting options on value relation widget,Consorzio della Bonifica Renana,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.42,Forms and Widgets,Copy and paste widget configuration when designing forms,Ville de Pully (Switzerland),,Germán Carrillo,https://github.com/gacarrillor,index.md
3.42,Processing,Processing metadata tools,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.42,Processing,Expression based hover content in Scatterplots,Not specified,,Florian Neukirchen,https://github.com/florianneukirchen,index.md
3.42,Processing,Add option to include 'layer' and 'path' attributes in Merge Vector Layers tool,Not specified,,Nass,https://github.com/lanckmann,index.md
3.42,Processing,Move Geometry Checker into processing tools,QGIS (Grant OpenSource 2023) and Oslandia,,Jacky Volpes,https://github.com/Djedouas,index.md
3.42,Processing,"Add title, axis titles, and logarithmic axes to plots",Not specified,,Florian Neukirchen,https://github.com/florianneukirchen,index.md
3.42,Processing,Raster zonal min/max algorithm,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Processing,Algorithm to extract min/max pixel from raster,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.42,Processing,New algorithm to generate elevation profile images,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.42,Processing,New Mesh: Surface to Polygon Algorithm,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
