version,version_name,release_date,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.38,3.38 '<img',Not specified,Data Management,"Add ""Fixed Time Range Per Band"" mode for raster temporal control",Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Management,Introduce fixed elevation range for raster layers,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Management,Introduce fixed elevation range for mesh layers,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Management,"Add a ""fixed range per band"" elevation mode for rasters",Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Management,"Add ""dynamic elevation range per band"" mode for rasters",Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Management,Add fixed elevation range per dataset group mode for mesh layers,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Management,Add option to export all lines with minimal width in dxf exports,Stadtwerke München,http://www.swm.de/,mhugent,https://github.com/mhugent,index.md
3.38,3.38 '<img',Not specified,Data Management,Allow users to override the layer names exported to DXF,the QGIS user group,,Germán,,index.md
3.38,3.38 '<img',Not specified,Data Management,Create DXF blocks for point symbols with data defined properties,Stadtwerke München,http://www.swm.de,mhugent,https://github.com/mhugent,index.md
3.38,3.38 '<img',Not specified,Data Management,Add option 'Use only selected features' to DXF export,the QGIS user group,,Germán,,index.md
3.38,3.38 '<img',Not specified,Data Management,Import/ Export 'DXF Export' dialog settings,the QGIS user group,,Germán,,index.md
3.38,3.38 '<img',Not specified,Forms and Widgets,Add CMYK support for Color Widget,Métropôle de Bordeaux,,Julien Cabieces,,index.md
3.38,3.38 '<img',Not specified,Forms and Widgets,Add parent feature scope when adding/editing a child feature through the relation editor widget,Hansestadt Herford,https://www.herford.de/,Mathieu Pellerin,,index.md
3.38,3.38 '<img',Not specified,Forms and Widgets,"Add ""match contains"" to autocompleter in value relation widget",Not specified,,Alessandro Pasotti,,index.md
3.38,3.38 '<img',Not specified,Forms and Widgets,Implement value relation's grouping functionality,Not specified,,Mathieu Pellerin,,index.md
3.38,3.38 '<img',Not specified,Layer Legend,Show a color ramp legend for vector heatmap layers,Rubicon Concierge Real Estate Services,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Layer Legend,"Add layer tree filter for ""Show Broken Layers Only""",Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Processing,Show more detail in history dialog,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Processing,"Add ""Run Selected Steps"" option to model designer",City of Canning,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Processing,"Add ""View Output Layers"" option for model child algorithms",City of Canning,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Processing,Endpoint distance threshold for network analysis,City of Canning,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Processing,Add support for pure date and time decorators,Ifremer,,Jean Felder,https://github.com/ptitjano,index.md
3.38,3.38 '<img',Not specified,Application and Project Options,Add vertical crs option for projects,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Application and Project Options,Add elevation range to project properties,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Sensors,Support feature expansion,BRGM and Water4All,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Sensors,Add support for SensorThings Multidatastreams,BRGM and Water4All,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Sensors,Serial port sensor's data frame delimiter,Not specified,,Mathieu Pellerin,,index.md
3.38,3.38 '<img',Not specified,Sensors,Add an optional feature limit setting,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Sensors,Implement subset string support for SensorThings,BRGM and Water4All,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Profile Plots,Add tolerance for lines and polygons,CEA/DAM François Renard,,Benoit D.-M. -,,index.md
3.38,3.38 '<img',Not specified,Data Providers,Add extent based filtering for SensorThings layers,BRGM and Water4All,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Data Providers,Web proxy prefix support for ArcGIS URLs,Not specified,,Vytax,https://github.com/Vytax,index.md
3.38,3.38 '<img',Not specified,Data Providers,Add support for fast extent estimation on SAP HANA connections,Not specified,,Johannes,,index.md
3.38,3.38 '<img',Not specified,QGIS Server,Default limit for GetFeatureInfo results,QGIS user group Germany (QGIS Anwendergruppe,,Alessandro Pasotti,,index.md
3.38,3.38 '<img',Not specified,QGIS Server,Add crs information in WMS GetFeatureInfo output when it differs from WGS84,Eurométropole de Strasbourg,,Julien Cabieces,,index.md
3.38,3.38 '<img',Not specified,Programmability,Add replace/ replace all functionality to QgsCodeEditorWidget,Not specified,,Nyall Dawson,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining,,Even Rouault,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti (itOpen / qcooperative),QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by David Signer (OPENGIS),QGIS.ORG (through donations and sustaining,,David Signer,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Sandro Santilli (strk),QGIS.ORG (through donations and sustaining,,Sandro Santilli,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining,,Julien Cabieces,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining,,Jacky Volpes,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Jean Felder (Oslandia),QGIS.ORG (through donations and sustaining,,Jean Felder,,index.md
3.38,3.38 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Map Tools,Respect layer/project vert datum in identify results,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Map Tools,Present referencing relations in info tool,Not specified,,Even Rouault,https://github.com/rouault,index.md
3.40,3.40 '<img',Not specified,User Interface,Optionally autosize all columns by default when opening an attribute table,Not specified,,Ben Wirf,https://github.com/benwirf,index.md
3.40,3.40 '<img',Not specified,User Interface,Actions Dialogue Duplicate Button,Not specified,,Not specified,,index.md
3.40,3.40 '<img',Not specified,Symbology,Provide style categories for raster layers,Not specified,,signedav,https://github.com/signedav,index.md
3.40,3.40 '<img',Not specified,Symbology,"Add ""Linear Referencing"" symbol layer type",the Swiss QGIS User Group,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Symbology,Implement color ramp interpolation for CMYK,Bordeaux Métropôle,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Symbology,CMYK color preview,Métropôle de Bordeaux,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Symbology,Select color component as float,Bordeaux Métropôle,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Symbology,Allow end point marker symbols for balloon callout style,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Symbology,Buffers for marker symbols,"North Road, thanks to SLYR",,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Symbology,Support tolerances for QgsRasterTransparency pixel values,Middle Third Geological,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Annotations,Auto upgrade SVG and text annotations to annotation layer items on project load,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Annotations,"Add support for callouts to point text, rect text and picture items",Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Annotations,Add linked layer option for annotation layers,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Annotations,Text inside rectangle annotation item,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Annotations,Add picture annotation item type,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Labelling,Support horizontal alignment in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Labelling,HTML header formatting in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Labelling,Add support for word-spacing CSS in html labels,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Labelling,Implementation of labeling engine rules,Rubicon Concierge Real Estate,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Labelling,Support img tags in HTML label text,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Diagrams,Introduce stacked diagrams,Landesamt für Vermessung und Geoinformation,,Germán,,index.md
3.40,3.40 '<img',Not specified,Mesh,Add GUI for adding Quantized Mesh layers,Swiss QGIS user group,,David Koňařík,https://github.com/dvdkon,index.md
3.40,3.40 '<img',Not specified,Rendering,Support multiple sources for vector tiles,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.40,3.40 '<img',Not specified,3D Features,Respect vector layer vertical CRS settings in 3D map views,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,3D Features,3D Scene Clip Distance,Not specified,,Jean Felder,https://github.com/ptitjano,index.md
3.40,3.40 '<img',Not specified,Print Layouts,Add support merging cells in manual tables,FLYGHT7,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Print Layouts,Generate valid PDF/X-4 files,Bordeaux Métropôle,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Print Layouts,Add option to set geospatial PDF group name for items,Rubicon Concierge Real Estate Services,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Print Layouts,Add Page Properties to layout main menu,Not specified,,Vedran,,index.md
3.40,3.40 '<img',Not specified,Print Layouts,Add scale method option for layout scale bars,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Expressions,Add 'Custom Expression' numeric format,the Swiss QGIS User Group,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Expressions,Add line_interpolate_point_by_m and line_locate_m expressions,Not specified,,Mathieu Pellerin,,index.md
3.40,3.40 '<img',Not specified,Expressions,Extended color value support,Bordeaux Métropôle,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Expressions,Allow users to save expression functions in QGIS project file,the QGIS user group,,Germán,,index.md
3.40,3.40 '<img',Not specified,Expressions,"Add info about usable ""expression dialect"" to filter dialog",WhereGroup GmbH.,,Hannes,https://github.com/kannes,index.md
3.40,3.40 '<img',Not specified,Expressions,Add project_color_object and ramp_color_object functions,Bordeaux Metropole,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Digitising,Add circles intersection digitizing tool,Not specified,,Mathieu Pellerin,,index.md
3.40,3.40 '<img',Not specified,Digitising,Visual construction guides for advanced digitizing,Not specified,,Mathieu Pellerin,,index.md
3.40,3.40 '<img',Not specified,Data Management,Allow setting VSI credentials when loading OGR/GDAL layers,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Forms and Widgets,Allow reordering fields in new vector layer dialogs,QGIS User Group Denmark,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Forms and Widgets,Add metadata setting to override widget wrapper used for a parameter,Not specified,,Alexander Bruy,,index.md
3.40,3.40 '<img',Not specified,Processing,Open file or URL Algorithm,Not specified,,signedav,https://github.com/signedav,index.md
3.40,3.40 '<img',Not specified,Processing,Add processing parameter types for Area and Volume,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Processing,"Updated ""Vector information"" algorithms",Not specified,,Andrea Giudiceandrea,,index.md
3.40,3.40 '<img',Not specified,Processing,Allow adding Processing tools to Favorites,Not specified,,Alexander Bruy,,index.md
3.40,3.40 '<img',Not specified,Processing,Add creation options support to some native raster Processing algorithms,Not specified,,Alexander Bruy,,index.md
3.40,3.40 '<img',Not specified,Processing,Support drag and drop for multi-layer parameters,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Application and Project Options,Smart cache size implementation,Not specified,,Mathieu Pellerin,,index.md
3.40,3.40 '<img',Not specified,Application and Project Options,Add vertical CRS selection widget to vector layer properties,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Application and Project Options,Project color mode properties widget,Bordeaux Métrôpole\*\*,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Profile Plots,Change elevation profile name,Not specified,,Simon,https://github.com/Simon-Lopez,index.md
3.40,3.40 '<img',Not specified,Profile Plots,Ensure vector layer elevation profiles respect layer/map vert datums,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Browser,add UX to load MVT layers from style URL only,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.40,3.40 '<img',Not specified,Browser,Add duplicate functionality to Browser connection items,NaturalGIS,https://www.naturalgis.pt/,Alexander Bruy,,index.md
3.40,3.40 '<img',Not specified,Browser,"Adjust ""Create Database"" context menu actions on GeoPackage",NaturalGIS,https://www.naturalgis.pt,Alexander Bruy,,index.md
3.40,3.40 '<img',Not specified,Browser,Add connections to cloud storage providers to browser,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Browser,STAC integration,Not specified,,Stefanos,,index.md
3.40,3.40 '<img',Not specified,Data Providers,Support for polyhedral surface and TIN,"CEA/DAM, CP4SC, Oslandia",,Jean Felder,https://github.com/ptitjano,index.md
3.40,3.40 '<img',Not specified,QGIS Server,WFS title definition for layers,Not specified,,Jürgen Fischer,https://github.com/jef-n,index.md
3.40,3.40 '<img',Not specified,Programmability,Exceptions raised on QgsDistanceArea methods,Not specified,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Programmability,Convert QgsRasterLayer to NumPy Array,Not specified,,Till,,index.md
3.40,3.40 '<img',Not specified,Programmability,Convert QgsGeometry to Shapely and NumPy,Not specified,,Till,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining,,Even Rouault,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti (itOpen / qcooperative),QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining,,Julien Cabieces,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining,,Nyall Dawson,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Loïc Bartoletti (Oslandia),QGIS.ORG (through donations and sustaining,,Loïc Bartoletti,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Stefanos Natsis (LutraConsulting),QGIS.ORG (through donations and sustaining,,Stefanos Natsis,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining,,Jacky Volpes,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Mathieu Pellerin (OPENGIS),QGIS.ORG (through donations and sustaining,,Mathieu Pellerin,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Bug fixes by Jean Felder (Oslandia),QGIS.ORG (through donations and sustaining,,Jean Felder,,index.md
3.40,3.40 '<img',Not specified,Notable Fixes,Feature: Bug fixes by Germán Carrillo (OPENGIS),QGIS.ORG (through donations and sustaining,,Germán Carrillo,,index.md
3.42,3.42 '<img',Not specified,Symbology,Add configurable extent buffer to symbols,the National Land Survey of Finland.,,Juho,,index.md
3.42,3.42 '<img',Not specified,Labelling,Raster labeling,Canton de Neuchâtel,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Labelling,Custom tab distances for labels,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Labelling,Support CSS background property in labels/text renderer,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Labelling,Support CSS margins for block elements in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Labelling,Support CSS line-height in HTML labels,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Mesh,Mesh Render Extent Settings,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3.42 '<img',Not specified,Mesh,Mesh editing delaunay refinement,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3.42 '<img',Not specified,Mesh,Dataset group controls for mesh layers,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3.42 '<img',Not specified,Mesh,Mesh selection actions,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3.42 '<img',Not specified,Mesh,Elevation assignment modes for added mesh vertices,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3.42 '<img',Not specified,3D Features,Debug widget for 3D views,Not specified,,Matej,,index.md
3.42,3.42 '<img',Not specified,Point Clouds,Virtual point cloud overviews in 2D,Klimadatastyrelsen,,Matej,,index.md
3.42,3.42 '<img',Not specified,Print Layouts,Double-clicking a mouse handle for a layout label resizes to fit text,Not specified,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Print Layouts,Action on double click layout item,Not specified,,Yoann Quenach de,,index.md
3.42,3.42 '<img',Not specified,Print Layouts,Layout better node item creation,Not specified,,Yoann Quenach de,,index.md
3.42,3.42 '<img',Not specified,Print Layouts,Apply layout page size to all pages,Not specified,,Yoann Quenach de,,index.md
3.42,3.42 '<img',Not specified,Print Layouts,New quality parameter for layout JPG exports,Not specified,,Yoann Quenach de,,index.md
3.42,3.42 '<img',Not specified,Digitising,Highlight Trim/Extend plane of intersection,Not specified,,Yoann Quenach de,,index.md
3.42,3.42 '<img',Not specified,Data Management,Enable snapping in Georeferencer,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.42,3.42 '<img',Not specified,Data Management,Data Source Manager STAC enhancements,Not specified,,Stefanos,,index.md
3.42,3.42 '<img',Not specified,Forms and Widgets,Additional sorting options on value relation widget,Consorzio della Bonifica Renana,,Alessandro Pasotti,,index.md
3.42,3.42 '<img',Not specified,Forms and Widgets,Copy and paste widget configuration when designing forms,Ville de Pully (Switzerland),,Germán,,index.md
3.42,3.42 '<img',Not specified,Processing,Processing metadata tools,Not specified,,Alexander Bruy,,index.md
3.42,3.42 '<img',Not specified,Processing,Expression based hover content in Scatterplots,Not specified,,Florian,,index.md
3.42,3.42 '<img',Not specified,Processing,Add option to include 'layer' and 'path' attributes in Merge Vector Layers tool,Not specified,,Nass,https://github.com/lanckmann,index.md
3.42,3.42 '<img',Not specified,Processing,Move Geometry Checker into processing tools,QGIS (Grant OpenSource 2023) and Oslandia,,Jacky,,index.md
3.42,3.42 '<img',Not specified,Processing,"Add title, axis titles, and logarithmic axes to plots",Not specified,,Florian,,index.md
3.42,3.42 '<img',Not specified,Processing,Raster zonal min/max algorithm,Not specified,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Processing,Algorithm to extract min/max pixel from raster,Not specified,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Processing,New algorithm to generate elevation profile images,Not specified,,Mathieu Pellerin,,index.md
3.42,3.42 '<img',Not specified,Processing,New Mesh: Surface to Polygon Algorithm,Not specified,,Jan Caha,https://github.com/JanCaha,index.md
3.42,3.42 '<img',Not specified,Profile Plots,Introduce custom tolerance for vector layers,Not specified,,Jean Felder,https://github.com/ptitjano,index.md
3.42,3.42 '<img',Not specified,Data Providers,Execute SQL from layer context menu,Not specified,,Jürgen Fischer,https://github.com/jef-n,index.md
3.42,3.42 '<img',Not specified,Programmability,Expose QgsGeos class to PyQGIS,Not specified,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Programmability,Make Z and M values accessible via QgsGeometry.as_numpy(),Not specified,,Till,,index.md
3.42,3.42 '<img',Not specified,Programmability,Python console interactive help,Not specified,,Yoann Quenach de,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault (Spatialys),QGIS.ORG (through donations and sustaining,,Even Rouault,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti (QCooperative),QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Julien Cabieces (Oslandia),QGIS.ORG (through donations and sustaining,,Julien Cabieces,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Jacky Volpes (Oslandia),QGIS.ORG (through donations and sustaining,,Jacky Volpes,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson (North Road),QGIS.ORG (through donations and sustaining,,Nyall Dawson,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Alexander Bruy (QCooperative),QGIS.ORG (through donations and sustaining,,Alexander Bruy,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Mathieu Pellerin (OPENGIS),QGIS.ORG (through donations and sustaining,,Mathieu Pellerin,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug fixes by Stefanos Natsis (LutraConsulting),QGIS.ORG (through donations and sustaining,,Stefanos Natsis,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug Fixes by Loïc Bartoletti (Oslandia),QGIS.ORG (through donations and sustaining,,Loïc Bartoletti,,index.md
3.42,3.42 '<img',Not specified,Notable Fixes,Bug Fixes by Germán Carrillo (OPENGIS),QGIS.ORG (through donations and sustaining,,Germán Carrillo,,index.md
3.44,3.44 '<img',Not specified,Temporal,Allow WMS-T group node to expose time dimension,Ifremer,,Julien Cabieces,,index.md
3.44,3.44 '<img',Not specified,Temporal,Add fixed date/time to raster temporal mode,Ifremer,,Julien Cabieces,,index.md
3.44,3.44 '<img',Not specified,User Interface,Open a specific tab in the Message Log Panel,City of Frankfurt –,,Germán,,index.md
3.44,3.44 '<img',Not specified,Symbology,Add an option to delete unused categories in the categorized symbol renderer widget,Not specified,,Ben Wirf,https://github.com/benwirf,index.md
3.44,3.44 '<img',Not specified,Labelling,Add settings for controlling margin around labels and preventing duplicate labels,Not specified,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,3D Features,Cross-section tool,"Septima, Klimadatastyrelsen",,Matej,,index.md
3.44,3.44 '<img',Not specified,3D Features,Globe view,Cesium Ecosystem Grant,,Lutra Consulting,,index.md
3.44,3.44 '<img',Not specified,3D Features,Large 3D scene support,Cesium Ecosystem Grant,,Lutra Consulting,,index.md
3.44,3.44 '<img',Not specified,Point Clouds,Update pdal_wrench to v1.2,Landesamt für Vermessung und Geoinformation,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Point Clouds,Allow COPC output for PDAL Algorithms,Landesamt für Vermessung und Geoinformation,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Point Clouds,Automatic utilization of COPC index files in processing tools,Landesamt für Vermessung und Geoinformation,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Point Clouds,Point cloud editing,"Septima, Klimadatastyrelsen",,Lutra Consulting,,index.md
3.44,3.44 '<img',Not specified,Print Layouts,Add auto-wrap after setting for layout legends,"North Road, thanks to SLYR",,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Expressions,Add repeat function and reverse variant for strings,Not specified,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Expressions,Expression functions to create CRS from string definition and to get authid from CRS,Not specified,,Alexander Bruy,,index.md
3.44,3.44 '<img',Not specified,Digitising,Add merge policies,the National Land Survey of Finland.,,Juho,,index.md
3.44,3.44 '<img',Not specified,Data Management,Use HEIGHT_AVERAGE from RPC when available,Not specified,,Even Rouault,https://github.com/rouault,index.md
3.44,3.44 '<img',Not specified,Data Management,Allow field customisation when importing db tables,City of Canning,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Data Management,"Add optional extent, expression based filter when importing tables to database",City of Canning,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Data Management,Add stored query support to Execute SQL window,City of Canning,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Data Management,Saving/Loading SQL queries from Execute SQL/Update SQL dialogs,City of Canning,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Data Management,Allow for extra OAuth2 token(s) to be added into headers,Not specified,,Mathieu Pellerin,,index.md
3.44,3.44 '<img',Not specified,Data Management,Convert field name Casing when importing vector layers,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Data Management,Import selected features only to database table,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Forms and Widgets,Switch between field names and field aliases in forms,the QGIS user group,,Germán,,index.md
3.44,3.44 '<img',Not specified,Forms and Widgets,Add a search box to Atrributes Form Designer,the QGIS user group,,Germán,,index.md
3.44,3.44 '<img',Not specified,Analysis Tools,Add input parameters to the toolbox in the modeler,Not specified,,Valentin,,index.md
3.44,3.44 '<img',Not specified,Processing,"Port SAGA ""Fill Sinks Wang & Liu"" to native tool",Not specified,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Processing,Add creation options UI to raster calculator,Not specified,,Alexander Bruy,,index.md
3.44,3.44 '<img',Not specified,Processing,Batch processing temporary output,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Processing,Add basic drag and drop support in the model designer,Not specified,,Valentin,,index.md
3.44,3.44 '<img',Not specified,Processing,Processing raster rank algorithm,Not specified,,Mathieu Pellerin,,index.md
3.44,3.44 '<img',Not specified,Application and Project Options,"Add project setting for scale calculation, including new ""scale at equator"" method",Not specified,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Application and Project Options,Add multiple country codes filter to Nominatim Geocoder Locator,level2,https://level2.si/,Uroš Preložnik,https://github.com/uprel,index.md
3.44,3.44 '<img',Not specified,Profile Plots,Add support for subsections indicator,BRGM,,Jean Felder,https://github.com/ptitjano,index.md
3.44,3.44 '<img',Not specified,Browser,Port SQL Query History to Browser,QGIS grant program 2025,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Browser,Improved project management for PostgreSQL stored Projects,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Browser,Show dialog when importing tables via browser and give users options to control import,City of Canning,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Browser,Move table to another schema for PostgreSQL Provider,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Browser,Enable field rename for PostgreSQL,Ocean Winds,,Jan Caha,https://github.com/JanCaha,index.md
3.44,3.44 '<img',Not specified,Data Providers,Add a WFS parameter for featureMode,Not specified,,Even Rouault,https://github.com/rouault,index.md
3.44,3.44 '<img',Not specified,Data Providers,Add connection setting for restricting PostgreSQL Schema,Regiodata,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Data Providers,Add option to use POST requests for WFS connections,Dorset Council,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,Data Providers,Allow SQL queries as layer sources from SQL Server,City of Canning,,Nyall Dawson,,index.md
3.44,3.44 '<img',Not specified,QGIS Server,Allow configuring the server project cache size,Not specified,,Sandro Santilli,,index.md
3.44,3.44 '<img',Not specified,QGIS Server,Add server properties on layer tree group,Ifremer,,Julien Cabieces,,index.md
